id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
766411261559144624,Home in Torquay  4  4  3.5,Surf Coast,-38.33677,144.30611,Entire home/apt,653.0,6,2,0.16,1,7,2
766730657480330434,Home in Warrnambool  4.85  3  4  2,Warrnambool,-38.3744,142.50388,Entire home/apt,690.0,2,13,1.07,19,0,13
766866925577634014,Home in Aireys Inlet  3  4  1 bath,Surf Coast,-38.4557421,144.105586,Entire home/apt,400.0,2,1,0.15,113,339,1
766930607101978971,Rental unit in Geelong  4.94  2  2  2,Greater Geelong,-38.15331,144.36299,Entire home/apt,467.0,2,16,1.44,123,168,16
767541059188771917,Home in Point Lonsdale  5.0  4  5  2,Greater Geelong,-38.2646664,144.6106045,Entire home/apt,459.0,2,4,0.39,96,83,4
767598749987647246,Home in Woolsthorpe  4.71  2  3  1 bath,Moyne,-38.17848352019547,142.4324220031799,Entire home/apt,214.0,2,7,0.57,1,351,7
767612871445978951,Vacation home in Newtown  4.97  2  2  1 bath,Greater Geelong,-38.1471143,144.3360892,Entire home/apt,273.0,1,86,7.91,5,162,86
768354140379938640,Home in Aireys Inlet  4.75  2  3  1 bath,Surf Coast,-38.4657409,144.1036353,Entire home/apt,442.0,2,55,4.31,43,203,52
768410420614556732,Home in Torquay  4.61  4  5  2,Surf Coast,-38.3059395,144.3462279,Entire home/apt,1341.0,2,18,1.45,43,6,17
768510219892284304,Guest suite in Bellbrae  5.0  2  1 bath,Surf Coast,-38.35358,144.25082,Entire home/apt,360.0,2,10,0.85,2,332,10
769330554094960152,Home in Torquay  5.0  3  3  2,Surf Coast,-38.32269309184266,144.31648571044207,Entire home/apt,504.0,2,32,2.94,1,212,32
769673378382542911,Home in Lorne  4.89  1 bedroom  1 bed  1 private bath,Surf Coast,-38.53053,143.97459,Private room,309.0,2,9,0.74,1,163,9
769849042864260235,Home in Geelong West  3  3  2,Greater Geelong,-38.14334,144.33554,Entire home/apt,590.0,4,1,0.08,1,217,1
769882160775551240,Home in Ocean Grove  5.0  4  5  2.5,Greater Geelong,-38.26778,144.53525,Entire home/apt,700.0,3,3,0.25,1,5,3
769930316479863813,Home in Warrnambool  4.93  3  4  1 bath,Warrnambool,-38.38475,142.48312,Entire home/apt,320.0,2,29,2.38,1,53,29
769962373990038728,Home in Norlane  4.63  2  2  1 bath,Greater Geelong,-38.09674,144.35805,Entire home/apt,250.0,1,18,1.38,1,0,16
770058340791905754,Home in Orford  4.67  3  4  1 bath,Moyne,-38.19528,142.11806,Entire home/apt,60.0,2,6,0.49,1,287,5
770397850311542941,Home in Warrnambool  4.94  3  4  1 bath,Warrnambool,-38.3925473,142.5007516,Entire home/apt,633.0,2,18,1.44,19,132,16
770412858671709128,Home in Apollo Bay  4.83  3  5  2.5,Colac Otway,-38.74566,143.67101,Entire home/apt,500.0,2,6,0.62,10,97,6
770441995249478857,Home in Dunkeld  4.85  2  2  1 bath,Southern Grampians,-37.64984,142.34807,Entire home/apt,200.0,2,20,1.67,3,331,20
770486325561882051,Home in Marengo  5.0  3  3  1.5,Colac Otway,-38.77880096,143.66099548,Entire home/apt,908.0,2,3,0.25,65,268,3
770612117075622346,Cabin in Apollo Bay  5.0  2  5  1 bath,Colac Otway,-38.73877,143.6761,Entire home/apt,400.0,3,4,0.35,1,339,4
770656072980170767,Treehouse in Lorne  4  5  2,Surf Coast,-38.52403,143.9825,Entire home/apt,695.0,2,2,0.17,2,4,2
770700270081529011,Home in Warrnambool  5.0  4  7  2,Warrnambool,-38.36977,142.49077,Entire home/apt,685.0,1,32,2.61,1,129,31
770703971976366452,Home in Torquay  5.0  2  2  2.5,Surf Coast,-38.31154,144.32098,Entire home/apt,350.0,14,3,0.25,1,80,3
771191005919553862,Home in Warrnambool  4.90  4  5  2.5,Warrnambool,-38.3503911119403,142.47869309037924,Entire home/apt,682.0,2,10,0.81,19,3,8
771407533435335148,Rental unit in Lorne  2  3  1 bath,Surf Coast,-38.5481721,143.9853526,Entire home/apt,271.0,2,1,0.08,587,146,1
771438037984998269,Home in Ocean Grove  4.95  3  5  2.5,Greater Geelong,-38.24275,144.53887,Entire home/apt,351.0,2,19,1.71,1,49,19
771896656128535201,Home in Saint Leonards  4.79  3  3  3,Greater Geelong,-38.18237,144.70656,Entire home/apt,506.0,2,14,1.14,11,26,13
771971127757379983,Home in Port Fairy  5.0  1 bedroom  1 bed  1 bath,Moyne,-38.38405,142.23686,Entire home/apt,350.0,2,9,0.75,1,326,9
772061271634453571,Home in Ocean Grove  5.0  3  3  2,Greater Geelong,-38.25166,144.55476,Entire home/apt,390.0,6,10,0.83,1,291,10
772115641072789821,Home in Barwon Heads  4.94  2  4  1 bath,Greater Geelong,-38.2765626,144.4928628,Entire home/apt,307.0,2,48,3.9,1,0,46
772146905770102662,Home in Anglesea  3  3  2,Surf Coast,-38.4052962,144.1746778,Entire home/apt,412.0,2,2,0.16,587,156,2
772258008743397227,Home in Warrnambool  4.97  3  3  1 bath,Warrnambool,-38.3658004,142.4648884,Entire home/apt,443.0,2,31,2.61,1,68,31
772605364826917049,Home in Portland  5.0  3  4  1 bath,Glenelg,-38.32623,141.60086,Entire home/apt,276.0,3,3,0.36,25,152,3
772687154446259962,Home in Skenes Creek  4.80  3  5  3,Colac Otway,-38.72269821,143.71200562,Entire home/apt,625.0,2,5,0.41,65,260,5
772825687024321008,Home in Ocean Grove  5.0  2  2  1 bath,Greater Geelong,-38.26110137849479,144.52515050768852,Entire home/apt,400.0,1,4,1.33,1,158,4
772857923590361847,Home in Torquay  5.0  4  6  2,Surf Coast,-38.3368382,144.3095315,Entire home/apt,560.0,2,11,0.9,1,85,10
772958665567655070,Home in Torquay  4.77  4  7  2,Surf Coast,-38.3003,144.33297,Entire home/apt,829.0,2,22,1.76,27,29,21
773395902905681874,Home in Geelong West  4.42  2  2  1 bath,Greater Geelong,-38.13247,144.33791,Entire home/apt,237.0,2,18,1.41,51,0,16
773397970718953056,Home in Warrnambool  4.85  2  3  1 bath,Warrnambool,-38.38888,142.50605,Entire home/apt,376.0,1,62,4.95,2,119,58
774135779323893259,Home in Torquay  4  4  2.5,Surf Coast,-38.31325,144.32512,Entire home/apt,650.0,3,2,0.18,1,11,2
774207701736630202,Home in Ocean Grove  4.92  4  4  2,Greater Geelong,-38.25844,144.52617,Entire home/apt,950.0,2,23,2.05,1,0,23
774294285317389961,Home in Ocean Grove  4.95  4  4  2,Greater Geelong,-38.2621,144.5489,Entire home/apt,550.0,2,61,4.87,1,163,58
774805927581691193,Rental unit in Point Lonsdale  2  3  1 bath,Queenscliffe,-38.2710618,144.6221204,Entire home/apt,336.0,2,2,0.19,96,161,2
774854541956884360,Home in Skenes Creek North  4.88  4  4  5,Colac Otway,-38.69422,143.71325,Entire home/apt,795.0,2,8,0.67,1,328,8
774865774026789707,Home in Barwon Heads  5.0  4  5  1 bath,Greater Geelong,-38.27721,144.49201,Entire home/apt,605.0,2,7,0.57,1,328,6
774897978047845706,Home in Torquay  4.71  3  4  2,Surf Coast,-38.3266822,144.3218885,Entire home/apt,890.0,2,7,0.55,43,20,6
774942699255574206,Home in Saint Leonards  4.81  4  6  2,Greater Geelong,-38.1702,144.70513,Entire home/apt,584.0,2,16,1.31,1,343,16
775030599942117737,Home in Ocean Grove  3  4  1 bath,Greater Geelong,-38.25886,144.52164,Entire home/apt,585.0,3,2,0.17,123,345,2
775065372318458591,Home in Anglesea  5.0  3  7  2,Surf Coast,-38.40981,144.18058,Entire home/apt,320.0,2,5,0.43,1,219,5
775459973056272234,Home in Warrnambool  4.97  3  1 bath,Warrnambool,-38.3808719,142.4770074,Entire home/apt,375.0,2,31,3.04,1,303,31
775464794202046187,Home in Armstrong Creek  4.25  1 bedroom  1 bed  1 shared bath,Greater Geelong,-38.24352,144.37316,Private room,73.0,1,4,0.33,2,23,4
775615268624805610,Home in Anglesea  4  5  3,Surf Coast,-38.4219636,144.170449,Entire home/apt,624.0,2,1,0.29,587,151,1
775684761467752551,Home in Barwon Heads  4  5  2,Greater Geelong,-38.28385,144.49202,Entire home/apt,713.0,2,1,0.59,40,318,1
775688243040176815,Home in Point Lonsdale  4.25  3  8  1 bath,Queenscliffe,-38.2762205,144.6174853,Entire home/apt,336.0,2,4,0.37,96,161,4
775704850014153361,Home in Ocean Grove  5.0  4  4  2.5,Greater Geelong,-38.26097,144.53215,Entire home/apt,493.0,5,3,0.25,1,322,3
775738075376553716,Home in Lorne  4.50  4  5  2.5,Surf Coast,-38.5231462,143.985268,Entire home/apt,765.0,2,4,1.26,587,155,4
775860961356131244,Home in Barwon Heads  5.0  3  5  1 bath,Greater Geelong,-38.2780333,144.4838799,Entire home/apt,550.0,2,19,1.56,1,161,19
776085842490162118,Rental unit in Warrnambool  2  2  1 bath,Warrnambool,-38.37799,142.50182,Entire home/apt,569.0,1,1,0.11,19,346,1
776179908754090139,Home in Torquay  4.45  3  6  2,Surf Coast,-38.3147724,144.3388059,Entire home/apt,1153.0,2,22,1.8,43,43,21
776209979504519843,Home in Grey River  4.75  2  3  1 bath,Colac Otway,-38.68358,143.8399,Entire home/apt,371.0,3,24,3.77,1,120,24
776219659623570036,Home in Ocean Grove  3  3  2.5,Greater Geelong,-38.25661,144.51043,Entire home/apt,499.0,2,1,0.08,1,357,1
776301290068028584,Home in Aireys Inlet  4.57  5  7  3,Surf Coast,-38.4492348,144.0982853,Entire home/apt,1030.0,2,7,0.63,587,176,7
776321863452734404,Tiny home in Dunkeld  2  2  1 bath,Southern Grampians,-37.59872,142.32377,Entire home/apt,537.0,2,1,0.18,4,318,1
776322108589533049,Home in Dunkeld  5.0  1 bedroom  1 bed  1 bath,Southern Grampians,-37.6007,142.32242,Entire home/apt,472.0,2,5,0.61,4,306,5
776329171079844306,Home in Geelong  4.87  3  3  2.5,Greater Geelong,-38.15383,144.35484,Entire home/apt,470.0,1,55,8.92,1,284,55
776358857636488313,Cabin in Pennyroyal  4.69  2  5  1 bath,Surf Coast,-38.43065,143.88372,Entire home/apt,170.0,20,13,1.06,5,10,12
776398406519240045,Home in Manifold Heights  4.90  4  4  2,Greater Geelong,-38.14027,144.33587,Entire home/apt,450.0,1,31,2.49,1,349,28
776432811229543194,Home in Armstrong Creek  4.86  3  3  2,Greater Geelong,-38.23093421164626,144.3610285111145,Entire home/apt,298.0,2,7,0.59,1,33,7
776499047896542863,Home in Jan Juc  5.0  4  5  3,Surf Coast,-38.35562,144.28811,Entire home/apt,1397.0,2,7,0.63,153,1,7
776588691021730479,Home in East Geelong  4.93  4  4  2,Greater Geelong,-38.16328,144.37321,Entire home/apt,629.0,2,43,3.52,1,308,43
776598185774226558,Home in Jan Juc  4.88  4  13  2.5,Surf Coast,-38.3422046,144.3027668,Entire home/apt,796.0,2,50,4.18,1,244,50
776845738815573845,Home in Wallington  4.83  4  6  2.5,Greater Geelong,-38.2071828,144.5066662,Entire home/apt,417.0,2,6,0.49,2,142,6
777068500828376073,Home in Torquay  4.93  2  4  1 bath,Surf Coast,-38.31631,144.33121,Entire home/apt,230.0,3,74,6.05,1,102,73
777305529764653848,Cabin in Belmont  4.89  1 bedroom  1 bed  1 bath,Greater Geelong,-38.17581,144.3456,Entire home/apt,140.0,2,44,3.46,2,327,42
777566813752216277,Home in Cobden  2  2  1.5,Corangamite,-38.31677274286317,143.08531507048784,Entire home/apt,188.0,2,1,0.34,2,261,1
777567672459803870,Home in Cobden  4.0  3  3  1.5,Corangamite,-38.3198674,143.0805747,Entire home/apt,192.0,2,12,0.98,2,342,11
777634698755587799,Home in Belmont  3  3  2,Greater Geelong,-38.18299,144.34711,Entire home/apt,498.0,3,1,0.1,123,266,1
777650233674339810,Rental unit in Grovedale  4.25  1 bedroom  2  1 bath,Greater Geelong,-38.21373,144.32138,Private room,261.0,2,4,0.39,123,349,4
777650797652280162,Home in Grovedale  4.91  1 bedroom  2  1 bath,Greater Geelong,-38.21381,144.3201,Private room,245.0,2,11,0.9,123,329,10
777650803002123609,Home in Grovedale  5.0  1 bedroom  1 bed  1 bath,Greater Geelong,-38.21348,144.31935,Private room,214.0,2,16,1.3,123,363,15
777650877939719257,Home in Grovedale  5.0  1 bedroom  1 bed  1 bath,Greater Geelong,-38.21371,144.32064,Private room,214.0,2,10,1.32,123,351,10
777651042787709502,Home in Grovedale  4.88  1 bedroom  1 bed  1 bath,Greater Geelong,-38.21368,144.32014,Private room,231.0,2,26,2.04,123,361,25
777651183353710920,Rental unit in Grovedale  5.0  1 bedroom  1 bed  1 bath,Greater Geelong,-38.21397,144.32078,Private room,224.0,2,4,0.56,123,343,4
777651508256546232,Home in Whittington  4.70  3  3  1 bath,Greater Geelong,-38.1796128,144.3968828,Entire home/apt,231.0,1,20,1.72,1,324,20
777680880452014870,Home in Lorne  3  4  3,Surf Coast,-38.551168,143.9846847,Entire home/apt,377.0,2,1,0.12,587,118,1
777741786823653028,Home in Portarlington  3  3  2,Greater Geelong,-38.1189989,144.6335318,Entire home/apt,590.0,2,1,0.11,64,24,1
778294296446624055,Home in Portland  4.88  2  5  1.5,Glenelg,-38.3308251,141.6032331,Entire home/apt,700.0,1,16,1.3,2,336,15
778406666406690425,Home in Portarlington  5.0  3  3  2,Greater Geelong,-38.1188685,144.6509552,Entire home/apt,420.0,2,3,0.25,64,336,3
778421803747921668,Home in Portarlington  4  4  2,Greater Geelong,-38.1250417,144.6545342,Entire home/apt,456.0,2,1,0.15,64,336,1
778427299423804938,Home in Portarlington  4.0  5  7  2,Greater Geelong,-38.1201606,144.6369979,Entire home/apt,300.0,2,4,0.35,64,313,4
778441923569051457,Home in Indented Head  4  4  2,Greater Geelong,-38.1304592,144.7048899,Entire home/apt,590.0,2,2,0.18,64,3,2
778565836815889446,Guest suite in Torquay  4.85  1 bedroom  1 bed  1 bath,Surf Coast,-38.3134429,144.314076,Entire home/apt,361.0,1,20,1.65,1,361,20
778707912547506678,Guest suite in Torquay  4.69  1 bedroom  1 bed  1 bath,Surf Coast,-38.30874541234941,144.32287141904908,Entire home/apt,220.0,2,12,0.98,1,0,12
778997031077812166,Guest suite in Lorne  4.71  1 bedroom  1 bed  1 bath,Surf Coast,-38.52446,143.98218,Entire home/apt,368.0,1,24,1.96,2,48,23
779121248335627013,Home in Port Fairy  5.0  7  13  3.5,Moyne,-38.38201,142.2419,Entire home/apt,1400.0,2,14,1.53,2,0,14
779329108884925385,Home in Apollo Bay  5.0  3  3  1 bath,Colac Otway,-38.7593,143.66443,Entire home/apt,700.0,3,3,0.25,1,279,3
779558225354684999,Home in Point Lonsdale  4  4  2,Greater Geelong,-38.27310260668417,144.61277309206542,Entire home/apt,290.0,7,2,0.16,1,316,2
779832859771421078,Guesthouse in Clifton Springs  5.0  1 bedroom  1 bed  1 bath,Greater Geelong,-38.15181,144.57977,Entire home/apt,243.0,1,19,1.61,1,361,19
780039073298257554,Home in Torquay  4.86  1 bedroom  1 bed  1 shared bath,Surf Coast,-38.31954,144.31577,Private room,97.0,1,51,4.66,3,72,51
780170847839839254,Home in Lorne  3  4  2,Surf Coast,-38.5481736,143.9826081,Entire home/apt,559.0,2,2,0.3,587,136,2
780172563980560072,Home in Saint Leonards  5.0  3  5  1 bath,Greater Geelong,-38.17604,144.70548,Entire home/apt,268.0,2,11,1.26,1,332,11
780506989641562682,Home in Torquay  4.75  4  4  2,Surf Coast,-38.333280252385,144.32476380304,Entire home/apt,648.0,2,4,0.33,136,254,4
780540881991807541,Home in Point Lonsdale  5.0  3  4  2.5,Queenscliffe,-38.2725744,144.614572,Entire home/apt,675.0,2,7,0.58,11,161,7
780556579727649420,Home in Ocean Grove  4.75  3  3  2,Greater Geelong,-38.25821,144.5261,Entire home/apt,450.0,3,8,0.66,1,38,8
780606082678753238,Home in Torquay  4.67  1 bedroom  1 bed  1 private bath,Surf Coast,-38.32128,144.31002,Private room,170.0,1,3,0.32,2,329,3
780606091097227343,Townhouse in Torquay  3  3  2,Surf Coast,-38.32194,144.30884,Entire home/apt,350.0,2,1,0.09,2,14,1
780805607570227385,Home in Hamlyn Heights  3  4  2,Greater Geelong,-38.1202,144.33008,Entire home/apt,300.0,5,1,0.09,1,18,1
781310024412994318,Townhouse in Saint Leonards  5.0  4  4  2.5,Greater Geelong,-38.15665,144.71616,Entire home/apt,1080.0,2,9,0.77,11,322,9
781357962211110427,Guest suite in Torquay  4.74  1 bedroom  2  1 bath,Surf Coast,-38.30313,144.34369,Entire home/apt,181.0,2,47,4.41,1,89,47
781377364067318816,Home in Saint Leonards  4.85  2  3  1 bath,Greater Geelong,-38.17263,144.70903,Entire home/apt,186.0,2,20,1.67,1,223,20
781464443308472625,Home in Warrnambool  5.0  2  3  1 bath,Warrnambool,-38.38988,142.47255,Entire home/apt,500.0,2,5,0.42,1,46,5
782048183268724343,Home in Torquay  4  4  2,Surf Coast,-38.31345,144.32335,Entire home/apt,775.0,7,1,0.08,1,361,1
782103042424266276,Home in Ocean Grove  4.89  4  4  2,Greater Geelong,-38.2675,144.54374,Entire home/apt,964.0,2,19,1.58,123,312,19
782197133942633245,Home in Anglesea  4.63  5  6  2,Surf Coast,-38.42572,144.1699,Entire home/apt,903.0,2,8,0.75,136,344,8
782696419475379408,Home in Anglesea  3  4  2,Surf Coast,-38.4106874,144.1847234,Entire home/apt,501.0,2,1,0.1,136,113,1
782972165178362858,Home in Ocean Grove  4.0  2  2  1 bath,Greater Geelong,-38.26347,144.52507,Entire home/apt,554.0,2,4,0.36,123,153,4
783096210182759959,Home in Ocean Grove  5.0  3  4  2,Greater Geelong,-38.25124,144.55508,Entire home/apt,439.0,2,9,0.74,1,48,9
783537601971126758,Guesthouse in Ocean Grove  4.91  1 bedroom  1 bed  1 bath,Greater Geelong,-38.2632825,144.5416017,Entire home/apt,275.0,1,69,5.67,2,160,69
783543610830937459,Home in Lorne  4.29  4  5  2,Surf Coast,-38.5306349,143.9761051,Entire home/apt,448.0,2,7,0.62,30,5,7
783653193321897818,Home in Ocean Grove  3.60  3  5  1 bath,Greater Geelong,-38.26161,144.54769,Entire home/apt,310.0,2,5,0.41,2,300,4
783673670514833766,Townhouse in Ocean Grove  4.88  1 bedroom  1 bed  1 bath,Greater Geelong,-38.2686594,144.5186766,Entire home/apt,344.0,3,17,1.4,1,75,17
783763318867838538,Rental unit in Point Lonsdale  3  4  2.5,Queenscliffe,-38.28556221435843,144.6143812730163,Entire home/apt,650.0,2,2,0.63,1,231,2
784105965080656373,Home in Torquay  4.93  2  3  1.5,Surf Coast,-38.31657,144.33824,Entire home/apt,326.0,28,14,1.15,2,298,14
784214936800762821,Tiny home in Geelong West  4.98  1 bedroom  1 bed  1 bath,Greater Geelong,-38.14496890826821,144.34420935809612,Entire home/apt,171.0,1,40,3.31,1,350,40
784434621169010390,Home in Torquay  4.64  3  3  2,Surf Coast,-38.30684,144.33575,Entire home/apt,580.0,2,14,1.2,1,165,14
784537207698647559,Rental unit in Geelong West  4.94  1 bedroom  1 bed  1 bath,Greater Geelong,-38.1397178,144.3460533,Entire home/apt,121.0,2,50,5.73,1,40,50
784896466073195150,Hotel in Geelong  4.71  1 bedroom  1 bed  1 private bath,Greater Geelong,-38.1489741,144.3591065,Private room,140.0,2,14,1.16,25,48,14
784916164764901839,Home in Point Lonsdale  4  5  2,Queenscliffe,-38.282,144.61537,Entire home/apt,1066.0,1,1,0.11,58,17,1
785022446900153197,Cabin in Gellibrand Lower  4.91  1 bedroom  1 bed  1 bath,Corangamite,-38.7041573,143.2543773,Entire home/apt,170.0,1,11,0.99,1,241,11
785078954119949011,Home in Marengo  5.0  3  5  2,Colac Otway,-38.7715117,143.6574027,Entire home/apt,562.0,2,8,0.72,1,32,8
785138017993932389,Home in Fairhaven  3  3  2,Surf Coast,-38.465969,144.0823425,Private room,424.0,2,1,0.08,587,0,1
785172684763521637,Home in Separation Creek  4.72  3  4  3.5,Colac Otway,-38.629694874669,143.89852940741,Entire home/apt,639.0,2,18,1.51,14,347,18
785208425290766953,Home in Highton  4.33  2  3  1 bath,Greater Geelong,-38.16742,144.31864,Entire home/apt,219.0,3,12,1.08,1,355,12
785323164072577313,Townhouse in Warrnambool  4.97  3  3  2.5,Warrnambool,-38.3874124690642,142.49076806008816,Entire home/apt,321.0,2,35,2.9,2,0,35
785579839154351125,Guesthouse in Portarlington  4.50  1 bedroom  1 bed  1 bath,Greater Geelong,-38.1207932,144.6639409,Entire home/apt,182.0,2,12,1.06,1,77,12
785812703461729948,Home in Ocean Grove  4.82  3  5  2,Greater Geelong,-38.26381,144.53978,Entire home/apt,380.0,2,11,0.93,22,137,11
785877886643357697,Rental unit in Anglesea  4.67  2  3  1 bath,Surf Coast,-38.4096685,144.1816001,Entire home/apt,261.0,2,3,0.25,587,155,3
786003697752436763,Home in Warrnambool  5.0  3  3  2.5,Warrnambool,-38.3869,142.51178,Entire home/apt,592.0,2,31,2.58,2,119,31
786111689202971381,Rental unit in Torquay  4.70  3  4  1 bath,Surf Coast,-38.32408,144.32709,Entire home/apt,543.0,2,22,1.84,27,0,22
786293442273963455,Villa in Newtown  5.0  1 bedroom  1 bed  1 bath,Greater Geelong,-38.15213025057406,144.35174088738523,Entire home/apt,221.0,1,17,3.47,2,351,17
786385120122706361,Hotel in Geelong  4.67  1 bedroom  1 bed  1 private bath,Greater Geelong,-38.1489741,144.3591065,Private room,186.0,1,51,4.19,25,84,51
786476947460139098,Home in Manifold Heights  2  3  1 bath,Greater Geelong,-38.13916,144.33669,Entire home/apt,164.0,3,1,0.1,25,360,1
786482371322962010,Hotel in Geelong  4.77  1 bedroom  1 bed  1 private bath,Greater Geelong,-38.1489741,144.3591065,Private room,111.0,1,48,3.9,25,83,47
786492981756794137,Home in Lorne  3.33  3  4  2,Surf Coast,-38.54272523829645,143.97242627116395,Entire home/apt,600.0,2,3,0.29,30,252,3
786675788881240199,Home in Armstrong Creek  1 bedroom  3  1 shared bath,Greater Geelong,-38.2421273,144.3404171,Shared room,250.0,3,1,0.08,1,365,1
786691133786062365,Rental unit in Warrnambool  3  4  3,Warrnambool,-38.38252,142.48177,Entire home/apt,356.0,5,1,0.16,19,319,1
786706985431886961,Home in Torquay  4.0  3  4  1 bath,Surf Coast,-38.3319676,144.3057543,Entire home/apt,543.0,2,7,0.57,1,330,6
786708899658577087,Home in Wye River  4.60  4  5  2,Colac Otway,-38.639086297479,143.88935917546,Entire home/apt,623.0,2,5,0.42,14,322,5
787022414688793863,Home in Armstrong Creek  4.81  1 bedroom  1 bed  1 bath,Greater Geelong,-38.23153,144.37143,Entire home/apt,100.0,2,16,1.33,1,0,16
787223412554244311,Rental unit in Lorne  4.75  2  2  1 bath,Surf Coast,-38.55042,143.98505,Entire home/apt,500.0,2,4,0.34,1,43,4
787239214279339781,Home in Aireys Inlet  4.80  3  4  1 bath,Surf Coast,-38.46177,144.1075017,Entire home/apt,432.0,2,10,0.94,1,325,10
787268023185255930,Home in Allansford  5.0  3  4  2,Moyne,-38.38354,142.60615,Entire home/apt,444.0,1,18,1.48,1,149,18
787326394374335127,Rental unit in Torquay  4.14  2  6  2,Surf Coast,-38.32467,144.32886,Entire home/apt,563.0,1,14,1.15,1,152,14
787374864575518866,Home in Torquay  5.0  4  8  3.5,Surf Coast,-38.3265,144.32492,Entire home/apt,1590.0,3,7,0.58,1,356,7
787863244768308471,Home in Lorne  3.25  3  4  2,Surf Coast,-38.5283283,143.9798076,Entire home/apt,385.0,3,4,0.39,30,312,4
787863474336222373,Rental unit in Lorne  2  2  2,Surf Coast,-38.5385591,143.9748956,Entire home/apt,646.0,2,1,0.09,587,161,1
787868346614529206,Home in Barwon Heads  5.0  4  4  2,Greater Geelong,-38.2675156,144.4952156,Entire home/apt,917.0,2,16,1.33,67,43,16
787930595736356967,Home in Torquay  4.95  3  4  2,Surf Coast,-38.33217,144.32099,Entire home/apt,560.0,2,22,1.8,153,56,22
788567258733332500,Home in Belmont  5.0  3  4  2,Greater Geelong,-38.18804,144.33738,Entire home/apt,739.0,2,13,1.16,123,62,13
789457444516668858,Home in Newtown  4.47  2  3  1 bath,Greater Geelong,-38.146224,144.3407586,Entire home/apt,253.0,1,16,1.33,4,1,16
790150869876035984,Home in Ocean Grove  5.0  2  4  1 bath,Greater Geelong,-38.27069454780031,144.51662873532027,Entire home/apt,354.0,2,10,0.86,1,137,10
790159167971631747,Farm stay in Forrest  5.0  4  5  1 bath,Colac Otway,-38.49191,143.6605,Entire home/apt,446.0,2,5,0.84,1,333,5
790254871905465355,Home in Jan Juc  5.0  1 bedroom  1 bed  1 shared bath,Surf Coast,-38.34544,144.29636,Private room,110.0,1,13,1.08,3,47,13
790271971648054032,Home in Warrnambool  5.0  6  9  5.5,Warrnambool,-38.40917,142.5427,Entire home/apt,1550.0,1,9,1.03,2,199,9
790328351937530017,Villa in Lorne  5.0  2  3  1 bath,Surf Coast,-38.49354,143.94879,Entire home/apt,473.0,2,18,1.5,4,146,18
790708610493880905,Home in Ocean Grove  4.71  3  4  2,Greater Geelong,-38.26372,144.52847,Entire home/apt,340.0,3,7,0.59,1,22,7
790809103837896678,Home in Ocean Grove  4.75  1 bedroom  5  1 bath,Greater Geelong,-38.26497,144.50999,Entire home/apt,570.0,3,4,0.42,123,334,4
790826847804870862,Home in Jan Juc  5.0  1 bedroom  1 bed  1 private bath,Surf Coast,-38.34589,144.2964,Private room,114.0,1,5,0.41,3,43,5
790832394484962132,Home in Peterborough  5.0  4  4  4,Moyne,-38.60832,142.87775,Entire home/apt,857.0,2,3,0.34,1,340,3
790880430720924575,Home in Ocean Grove  2  2  2,Greater Geelong,-38.2541253,144.5043282,Entire home/apt,450.0,5,2,0.18,2,0,2
790932200690887511,Serviced apartment in Geelong  4.96  2  3  1 bath,Greater Geelong,-38.15524,144.35595,Entire home/apt,361.0,2,46,4.33,2,160,46
791378158176711110,Home in Wallington  4.84  3  4  1.5,Greater Geelong,-38.20698,144.50724,Entire home/apt,264.0,1,19,1.74,2,142,19
791483881345364014,Farm stay in Barwon Heads  4.97  1 bedroom  1 bed  1 bath,Greater Geelong,-38.27296,144.48315,Entire home/apt,275.0,2,36,3.18,2,168,36
791576647129801512,Home in Apollo Bay  4.81  2  2  1 bath,Colac Otway,-38.74239602876524,143.6653918782959,Entire home/apt,369.0,2,21,1.75,2,67,21
792201695162300144,Home in Portland  4.86  2  2  1.5,Glenelg,-38.3396038,141.5936452,Entire home/apt,234.0,2,7,0.92,1,338,7
792292105327980078,Home in Barwon Heads  4.62  6  9  3,Greater Geelong,-38.28516,144.47658,Entire home/apt,1300.0,2,20,1.75,123,0,20
792525925520896323,Serviced apartment in Geelong  4.55  2  3  2,Greater Geelong,-38.1405619,144.3555334,Entire home/apt,459.0,2,20,1.7,1,165,20
792541409858651337,Home in Portland  4.86  4  6  1.5,Glenelg,-38.34959,141.60398,Entire home/apt,202.0,1,65,5.82,3,307,65
792952778675587191,Home in Armstrong Creek  5.0  4  4  2,Greater Geelong,-38.24399,144.38059,Entire home/apt,543.0,2,4,0.6,1,1,4
793035106865394087,Home in Torquay  4.67  4  9  2,Surf Coast,-38.31068,144.32711,Entire home/apt,1000.0,2,3,1.73,1,152,3
793759119627128489,Home in Portland  2  2  2,Glenelg,-38.3515191,141.605851,Entire home/apt,444.0,2,1,0.19,1,78,1
794478983303252716,Home in Torquay  4.85  4  7  3.5,Surf Coast,-38.33101,144.31896,Entire home/apt,1750.0,2,20,1.9,18,130,20
794660274722469407,Home in Torquay  5.0  3  5  2,Surf Coast,-38.31059,144.32502,Entire home/apt,650.0,6,5,0.52,1,28,5
795133585259616934,Home in Torquay  5.0  5  7  1.5,Surf Coast,-38.33722,144.32341,Entire home/apt,810.0,2,14,1.29,2,98,14
